#1												
double data(17520, 13)												
322200	846.89	1007.09	1721.03	464.86	8042.21	4540.94	1339.09	271.06	1232.22	1988.82	0	21454.21
324000	526.18	626.38	1066.94	423.2	7553.32	4205.91	1273.02	204.07	698.12	1126.53	0	17703.69
325800	470.83	566.36	949.05	400.06	7144.15	4086.84	1232.5	185.59	626.45	1017.38	0	16679.21
327600	0	0	0	391.99	7053.47	4014.95	1214.6	58.56	0	122.37	0	12855.94
329400	0	0	0	386.15	6661.2	3969.07	1205.94	58.35	0	110.56	0	12391.27
331200	0	0	0	382.07	6584.55	3913.52	1181.43	56.72	0	285.47	0	12403.75
333000	0	0	0	378.33	6305.41	3729.63	1163.81	56.38	0	144.46	0	11778.03
334800	0	0	0	373.62	5640.48	3494.48	1152.32	57.41	0	121.07	0	10839.38
336600	0	0	0	366.37	5305.76	3289.92	1138.43	55.58	0	280.21	0	10436.26
338400	0	0	0	181.8	2320.97	972.02	1107.81	57.32	0	124.6	4000	8764.53
340200	0	0	0	142.82	2146.86	765.75	1084.12	54.66	0	144.58	1672.73	6011.52
342000	0	0	0	0	1368.09	232.64	1023.48	55.7	0	120.52	1454.55	4254.97
343800	0	0	0	0	1296.47	262.54	1009.99	55.98	0	108.45	1309.09	4042.52
345600	0	0	0	0	1247.24	281.24	1003.16	55.1	0	123.56	1309.09	4019.38
347400	0	0	0	0	1256.77	290.68	1000.41	56.24	0	143.63	1236.36	3984.1
349200	0	0	0	0	1347.59	297.34	1000.34	55.05	0	119.8	1163.64	3983.76
351000	0	0	0	0	1217.62	302.05	999.93	53.58	0	107.81	1090.91	3771.91
352800	0	0	0	0	1346.6	301.04	996.38	55.08	0	123.54	1018.18	3840.82
354600	0	0	0	0	1295.17	294.76	989.3	55.25	0	143.86	945.45	3723.79
356400	0	0	0	0	1271.96	288.22	985.41	56.05	0	119.58	872.73	3593.96
358200	0	0	0	0	1301.89	281.05	985.21	54.64	0	107.55	872.73	3603.07
360000	0	0	0	0	1255	482	982.01	53.31	0	123.28	872.73	3768.33
361800	179.07	0	0	0	1243.3	684.14	975.28	112.87	272.29	526.2	0	3993.15
363600	358.14	0	0	0	2082.64	617.63	1009.35	173.75	544.58	885.1	0	5671.18
365400	537.21	493.49	403.37	49.62	2647.85	823.51	1008.39	175.04	816.87	1147.9	0	8103.22
367200	716.27	603.15	806.73	99.23	1993.41	769.58	1017.54	233.38	1089.15	1530.53	0	8858.97
369000	346.31	731.09	1210.1	148.85	5313.29	779.5	1022.69	135.22	622.31	764.26	0	11073.62
370800	553.98	888.47	1613.46	198.47	3002.64	795.88	1109.47	174.83	907.48	1562.83	0	10807.52
372600	606.77	757.15	1281.62	172.29	3175.28	819.74	1127.07	186.76	916.77	1733.91	0	10777.35
374400	1060.77	1110.84	2223.25	288.59	6084.71	2911.99	1175.1	263.44	1374.31	2740.7	0	19233.7
376200	1149.5	1237.73	2388.69	304	6467.94	3107.95	1235.64	296.41	1530.11	2608.39	0	20326.34
378000	1155.64	1267.3	2402.26	342.48	7440.69	3357.3	1287.85	314.52	1554.53	2653.79	0	21776.34
379800	1176.05	1305.03	2441.08	376.23	8006.68	3511.74	1318.5	329.87	1578.64	2672.79	0	22716.6
381600	1201.63	1347.64	2487.91	392.09	7942.23	3613.57	1341.73	351	1607.06	2778.42	4000	27063.29
383400	1226.33	1384.81	2531.1	406.13	8183.31	3719.17	1363.72	362.81	1630.6	2834.09	1672.73	25314.79
385200	1244.74	1417.69	2564.21	450.87	8462.27	4420.64	1368.03	376.53	1647.47	2884.8	1454.55	26291.79
387000	1260.74	1439.08	2595.04	475.28	8492.86	4501.94	1377.07	387.66	1659.91	2899.5	1309.09	26398.16
388800	1154.99	1343.56	2366.12	482.51	8708.73	4706.39	1333.19	379.29	1542.8	2682.93	1309.09	26009.61
390600	1139.5	1322.9	2341.69	487.61	8470.34	4764.38	1301.86	375.54	1510.64	2667.08	1236.36	25617.9
392400	1259.19	1432.09	2595.43	492.63	8624.5	4767.18	1365.37	397.72	1635.11	2935.91	1163.64	26668.78
394200	1276.26	1454.72	2626.47	497.76	8656.66	4792.13	1411.96	392.04	1673.69	2953.95	1090.91	26826.55
396000	1264.79	1435.14	2600.36	498.31	8804.03	4706.42	1420.81	386.59	1672.49	2948.34	1018.18	26755.46
397800	1252.12	1409.57	2570.1	494.77	8580.22	4649.98	1420.79	379.56	1664.18	2933.26	945.45	26299.99
399600	1237.23	1376.1	2530.91	489.55	9127.16	4618.23	1417.71	366.82	1652.39	2884.93	872.73	26573.74
401400	1217.95	1346.43	2492.27	483.57	8725.34	4594.84	1412.74	351	1638.09	2827.83	872.73	25962.79
403200	1194.64	1311.54	2444.24	474.38	8554.14	4545.26	1401.98	335.28	1620.38	2798.48	872.73	25553.06
405000	1172.3	1277.29	2398.69	463.46	8842.5	4486.31	1387.1	323.48	1601.73	2730.27	0	24683.12
406800	849.97	995.75	1727.59	454.37	7890.06	4446	1342.11	251.15	1290.06	1996.76	0	21243.81
408600	785.15	913.31	1608.21	447.84	7605.11	4465.96	1317.33	240.35	1178.18	1823.15	0	20384.58
410400	489.9	568.62	1004.21	410.27	7832.63	4147.83	1256.83	186.24	656.04	1047.43	0	17599.99
412200	435.5	516.65	897.84	389.78	7134.56	4049.36	1224.52	175.19	591.03	956.73	0	16371.15
414000	0	0	0	384.54	6598.14	3975.42	1207.78	57.13	0	121.89	0	12344.89
415800	0	0	0	376.72	6868.81	3901.55	1193.75	57.43	0	109.89	0	12508.15
417600	0	0	0	371.32	6412.38	3834.5	1167	55.48	0	124.17	0	11964.84
419400	0	0	0	368.49	6052.79	3651.18	1150.25	55.11	0	304.33	0	11582.16
421200	0	0	0	366.04	5638.77	3435.27	1142.44	55.86	0	120.32	0	10758.71
423000	0	0	0	362.81	5366.7	3265.26	1135.91	57.17	0	282.65	0	10470.5
424800	0	0	0	181.09	2360.63	966.38	1109.28	55.1	0	124.08	4000	8796.57
426600	0	0	0	142.85	2084.23	767.76	1089.6	53.99	0	143.93	1672.73	5955.09
428400	0	0	0	0	1419.77	231.94	1039.33	54.89	0	119.98	1454.55	4320.46
430200	0	0	0	0	1253.62	262.13	1011.92	54.99	0	107.82	1309.09	3999.57
432000	0	0	0	0	1276.16	282.36	999.15	53.96	0	123	1309.09	4043.72
433800	0	0	0	0	1208.38	290.24	991.25	55.64	0	142.49	1236.36	3924.36
435600	0	0	0	0	1354.3	296.27	987.94	53.61	0	118.84	1163.64	3974.59
437400	0	0	0	0	1213.38	300.65	988.42	53.86	0	106.83	1090.91	3754.05
439200	0	0	0	0	1442.29	297.76	985.77	52.34	0	122.4	1018.18	3918.74
441000	0	0	0	0	1098.42	292.65	980.3	53.86	0	142.57	945.45	3513.24
442800	0	0	0	0	1446.18	286.36	974.32	55.35	0	118.59	872.73	3753.52
444600	0	0	0	0	1096.89	279.14	968.31	53.17	0	106.49	872.73	3376.71
446400	0	0	0	0	1460.18	481.18	965.43	53.33	0	122.14	872.73	3954.99
448200	160.65	0	0	0	1192.49	684.85	966.02	105.19	256.92	484.81	0	3850.93
450000	321.29	0	0	0	1853.06	621.33	1006.85	161.08	513.84	803.86	0	5281.31
451800	481.94	455.78	388.88	48.39	3306.63	828.45	1011.49	159.79	770.76	1027.38	0	8479.48
453600	642.58	557.06	777.75	96.77	2103.37	771.6	1022.84	213.05	1027.68	1369.84	0	8582.56
455400	330.57	675.22	1166.63	145.16	4914.14	781.83	1024.66	128.19	622.49	731.93	0	10520.84
457200	523.93	824.11	1555.51	193.55	3065.62	797.87	1104.73	168.2	901.32	1498.94	0	10633.78
459000	576.11	724.02	1224.8	170.18	3139.01	822.54	1128.83	179.47	906.34	1660.96	0	10532.24
460800	1036.4	1081.63	2178.52	291.53	6028.04	2957.77	1186.25	253.85	1320.76	2709.44	0	19044.19
462600	1136.92	1223.79	2372.49	314.6	6767.38	3219.03	1261.32	292.83	1513.25	2690.68	0	20792.29
464400	1152.02	1266.99	2405.3	362.58	7702.97	3550.53	1330.93	314.18	1553.86	2670.01	0	22309.37
466200	1187.7	1323.56	2475.02	408.37	8283.06	3804.22	1383.01	333.91	1594.88	2767.85	0	23561.58
468000	1226.65	1383.33	2548.28	435.08	8692.43	3994.43	1425.29	358.7	1637.08	2839.35	4000	28540.62
469800	1263.11	1434.48	2614.45	460.59	8683.19	4178.13	1464.18	374.95	1677.08	2992.81	1672.73	26815.7
471600	1282.66	1468.13	2647.63	503.87	9017.92	4842.95	1463.41	393.43	1694.84	2984.1	1454.55	27753.47
